Cat. Numb.;University;Collector;No. of spec.;YE;MO;DA;Country col.;countryCode;stateProvince;lat;lon;County;Locality col.;Elevation;geodeticDatum;coordinate Uncertainty;identifiedBy;typeStatus;kingdom;phylum;class;order;family;genus;specificEpithet;infraspecificEpithet;Full name;taxonRank;Authorship;Other name
UWP:53274;University of Guatemala;Fonnegra R;1;1988;1;23;Guatemala;GT;Petén;17.3607576;-89.7366224;Flores;Arroyo Tabaco. confluencia con el río Ranchería;514;WGS84;1972;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;mexicana;;Aechmea mexicana;Species;Baker;
UWP:53355;University of Guatemala;Fonnegra R;1;1988;1;23;Guatemala;GT;Petén;17.2687234;-89.4401353;Flores;Arroyo Kutamahana. cerca de Uribia;514;WGS84;1972;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;tillandsioides;;Aechmea tillandsioides;Species;;
UWP:53356;University of Guatemala;Fonnegra R;1;1988;1;23;Guatemala;GT;Petén;17.2742442;-89.6102276;Flores;Arroyo Macondo;514;WGS84;1972;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;tillandsioides;;Aechmea tillandsioides;Species;;
UWP:53628;University of Guatemala;Callejas R;1;1988;8;10;Guatemala;GT;Petén;17.30888;-90.4149068;San Andres;Camino de Wacurabá a Kerarí. cerca de Wacurabá;420;WGS84;4697;Hollowell V.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Pariana;aurita;;Pariana aurita;Species;Swallen;
UWP:54116;University of Guatemala;Marulanda O;1;1988;8;9;Guatemala;GT;Petén;17.3537949;-89.8525556;San Jose;Jardín Colrosario;300;WGS84;3136;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;rubiginosa;;Aechmea rubiginosa;Species;Mez;Piñuela
UWP:54117;University of Guatemala;Marulanda O;1;1988;8;9;Guatemala;GT;Petén;17.3857972;-89.8026203;San Jose;Jardín de cementerio;300;WGS84;3136;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;rubiginosa;;Aechmea rubiginosa;Species;Mez;Piñuela
UWP:55675;University of Guatemala;Betancur J;1;1988;10;16;Guatemala;GT;Petén;17.6039598;-90.4667812;San Andres;Carretera Bogotá-Choachí;242;WGS84;4769;Davidse G.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Lasiacis;nigra;;Lasiacis nigra;Species;Davidse;
UWP:56997;University of Guatemala;Betancur J;1;1987;4;12;Guatemala;GT;Petén;"4° 54' 8.780"" N";"75° 18' 12.490"" W";San Andres;Porce. bosque de Tenche;108;WGS84;818;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;angustifolia;;Guzmania angustifolia;Species;;
UWP:58089;University of Guatemala;Fonnegra R;1;1989;3;18;Guatemala;GT;Petén;17.4164849;-89.5979938;Flores;Cerro El Bita. Jardín Botánico;150;WGS84;1426;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;lingulata;;Guzmania  lingulata;Species;(L.) Mez;
UWP:58107;University of Guatemala;Fonnegra R;1;1989;3;18;Guatemala;GT;Petén;17.3892055;-89.7275;Flores;Cerro El Bita. área del Jardín Botánico;150;WGS84;1426;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;pubescens;;Aechmea pubescens;Species;Baker;
UWP:58625;University of Guatemala;Callejas R;1;1989;4;6;Guatemala;GT;Petén;17.563668;0.10294211;San Andres;Finca San Germán;359;WGS84;2080;Medina N.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Agrostis;subrepens;;Agrostis subrepens;Species;(Hitchc.) Hitchc.;
UWP:58626;University of Guatemala;Callejas R;1;1989;4;6;Guatemala;GT;Petén;17.575023;-90.2552172;San Andres;Finca San Ignacio;359;WGS84;2080;Medina N.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Agrostis;subrepens;;Agrostis subrepens;Species;(Hitchc.) Hitchc.;
UWP:58697;University of Guatemala;Callejas R;1;1989;4;6;Guatemala;GT;Petén;17.5834395;-90.7827002;San Andres;Finca San Rafael;359;WGS84;2080;Medina N.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Agrostis;subrepens;;Agrostis subrepens;Species;(Hitchc.) Hitchc.;
UWP:60745;University of Guatemala;Sánchez J;1;1986;11;17;Guatemala;GT;Petén;17.458708;-89.8569137;San Jose;Junín a Gama. río Rucio;207;WGS84;2407;Betancur J.;;Plants;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;veitchii;;Aechmea veitchii;Species;Baker;
UWP:6091;University of Guatemala;Callejas R;1;1977;4;31;Guatemala;GT;Petén;17.2255308;90.9144835;La Libertad;Ciénaga El Llanito;250;WGS84;30584;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Eriocaulaceae;Paepalanthus;alpestris;;Paepalanthus alpestris;Species;(Körn.) Tissot-Squalli;
UWP:61581;University of Guatemala;Vargas I;1;1989;7;12;Guatemala;GT;Petén;17.2140493;-89.9668603;San Andres;Priedrsa Blancas River;280;WGS84;1537;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;gracilior;;Guzmania gracilior;Species;(André) Mez;
UWP:62628;University of Guatemala;MacDougal J;1;1989;2;14;Guatemala;GT;Petén;"5° 35' 12"" N";"75° 46' 18"" W";Flores;Afluente del río Dormilón;122;WGS84;7167;Betancur J.;;Plants;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;veitchii;;Aechmea veitchii;Species;Baker;
UWP:62629;University of Guatemala;MacDougal J;1;1989;2;14;Guatemala;GT;Petén;"6° 05' 34"" N";"75° 38' 27.99"" W";Flores;Antena cerca de Santa Cruz;122;WGS84;7167;Betancur J.;;Plants;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;veitchii;;Aechmea veitchii;Species;Baker;
UWP:62687;University of Guatemala;MacDougal J;1;1989;2;28;Guatemala;GT;Petén;17.6569118;-89.6001739;Flores;Cerro Quitasol;332;WGS84;41798;Medina N.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Agrostis;perennans;;Agrostis perennans;Species;(Walter) Tuck.;
UWP:62727;University of Guatemala;MacDougal J;1;1989;3;4;Guatemala;GT;Petén;17.6719406;-89.2924027;Melchor de Mencos;De Fomeque a Chingaza;250;WGS84;6405;Will B.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Greigia;;;Greigia spp.;Genus;;
UWP:62730;University of Guatemala;MacDougal J;1;1989;3;4;Guatemala;GT;Petén;"6° 20' 3.120"" N";"75° 36' 18.650"" W";San Andres;Debajo de Corinto;270;WGS84;6405;Will B.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Greigia;danielii;;Greigia danielii;Species;L.B. Sm.;
UWP:62770;University of Guatemala;MacDougal J;1;1989;3;1;Guatemala;GT;Petén;17.5262194;-90.9041308;San Andres;Río Claro. sendero ecológico;332;WGS84;1963;Will B.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Greigia;vulcanica;;Greigia vulcanica;Species;André;Piñuela
UWP:63156;University of Guatemala;MacDougal J;1;1989;1;28;Guatemala;GT;Petén;17.4878588;-89.4307913;Flores;Bahía Solano;255;WGS84;3166;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;diffusa;;Guzmania diffusa;Species;L.B. Sm.;
UWP:63157;University of Guatemala;MacDougal J;1;1989;1;28;Guatemala;GT;Petén;17.5124396;-89.6279568;Flores;Bajo Anchicayá;255;WGS84;3166;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;diffusa;;Guzmania diffusa;Species;L.B. Sm.;
UWP:63158;University of Guatemala;MacDougal J;1;1989;1;28;Guatemala;GT;Petén;17.5210947;-89.6328679;Flores;Bajo San Juan;255;WGS84;3166;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;diffusa;;Guzmania diffusa;Species;L.B. Sm.;
UWP:63395;University of Guatemala;MacDougal J;1;1989;2;10;Guatemala;GT;Petén;17.3031449;89.37348775;Flores;Arroyo Tabaco;162;WGS84;4046;Betancur J.;;Plants;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;veitchii;;Aechmea veitchii;Species;Baker;
UWP:63744;University of Guatemala;Callejas R;1;1989;7;2;Guatemala;GT;Petén;17.7608007;-89.7571283;San Jose;Las Acacias;147;WGS84;2337;Davidse G.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Lasiacis;nigra;;Lasiacis nigra;Species;Davidse;
UWP:63815;University of Guatemala;Betancur J;1;1988;9;17;Guatemala;GT;Petén;17.6636186;-90.9257567;San Andres;Carretera Granada - San Luis;130;WGS84;5552;Spencer M.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;angustifolia;;Guzmania angustifolia;Species;;
UWP:64582;University of Guatemala;Betancur J;1;1987;3;4;Guatemala;GT;Petén;17.4696597;-90.5694044;San Andres;Finca El Papayo;150;WGS84;7238;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;angustifolia;;Aechmea Angustifolia;Species;Poepp. & Endl.;
UWP:64583;University of Guatemala;Betancur J;1;1987;3;4;Guatemala;GT;Petén;17.4715014;-90.7111793;San Andres;Finca El Páramo;150;WGS84;7238;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;angustifolia;;Aechmea Angustifolia;Species;Poepp. & Endl.;
UWP:64743;University of Guatemala;Vargas I;1;1989;10;16;Guatemala;GT;Petén;"4° 54' 8.780"" N";"75° 18' 12.490"" W";Flores;Cerca del río;185;WGS84;1877;Idárraga A.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Lasiacis;nigra;;Lasiacis nigra;Species;Davidse;
UWP:65241;University of Guatemala;MacDougal J;1;1989;3;2;Guatemala;GT;Petén;17.6674466;-89.3494615;Flores;Cerros de Suba;332;WGS84;1614;Will B.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Greigia;;;Greigia spp.;Genus;;
UWP:65285;University of Guatemala;Betancur J;1;1988;9;28;Guatemala;GT;Petén;17.6897503;-89.7562646;San Jose;Cerca de Paniquitá;155;WGS84;643;Betancur J.;;Plants;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;veitchii;;Aechmea veitchii;Species;Baker;
UWP:65286;University of Guatemala;Betancur J;1;1988;9;28;Guatemala;GT;Petén;17.7507123;-89.7574374;San Jose;Cerca de Popayán;155;WGS84;643;Betancur J.;;Plants;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;veitchii;;Aechmea veitchii;Species;Baker;
UWP:65287;University of Guatemala;Betancur J;1;1988;9;28;Guatemala;GT;Petén;17.7608007;-89.7571283;San Jose;Cerca de Pozohondo;155;WGS84;643;Spencer M.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;angustifolia;;Guzmania angustifolia;Species;;
UWP:65588;University of Guatemala;MacDougal J;1;1989;3;4;Guatemala   ;GT;Petén;17.6748171;-89.3306971;Melchor de Mencos;De Remedios a Zaragoza;250;WGS84;6405;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;coriostachya;;Guzmania coriostachya;Species;(Griseb.) Mez;
UWP:65589;University of Guatemala;MacDougal J;1;1989;3;4;Guatemala   ;GT;Petén;17.7406602;-89.2999387;Melchor de Mencos;De Yuto hacia Lloró;250;WGS84;6405;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;coriostachya;;Guzmania coriostachya;Species;(Griseb.) Mez;
UWP:65906;University of Guatemala;Betancur J;1;1987;8;5;Guatemala;GT;Petén;17.6039598;-90.4667812;San Andres;Río Loretoyacu;280;WGS84;20193;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;lingulata;;Guzmania  lingulata;Species;(L.) Mez;
UWP:65907;University of Guatemala;Betancur J;1;1987;8;5;Guatemala;GT;Petén;17.6103945;-90.7367422;San Andres;Río Mutatá orillas del Río;280;WGS84;20193;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Catopsis;sessiliflora;;Catopsis sessiliflora;Species;(Ruiz & Pav.) Mez;
UWP:66025;University of Guatemala;Rentería E;1;1985;4;25;Guatemala;GT;Petén;"6° 37' 1.7"" N";"75° 39' 6.8"" W";Flores;Cerca de Tunía;30;WGS84;1615;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;setigera;;Aechmea setigera;Species;Mart. ex Schult. & Schult. f.;
UWP:66026;University of Guatemala;Rentería E;1;1985;4;25;Guatemala;GT;Petén;"6° 4' 20.210"" N";"75° 38' 20.440"" W";Flores;Cerca de Uribía;30;WGS84;1615;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;setigera;;Aechmea setigera;Species;Mart. ex Schult. & Schult. f.;
UWP:66027;University of Guatemala;Rentería E;1;1985;4;25;Guatemala;GT;Petén;"6° 4' 20.210"" N";"75° 38' 20.440"" W";Flores;Cerca de Yotoco;30;WGS84;1615;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;setigera;;Aechmea setigera;Species;Mart. ex Schult. & Schult. f.;
UWP:66028;University of Guatemala;Rentería E;1;1985;4;27;Guatemala;GT;Petén;"5° 35' 12"" N";"75° 46' 18"" W";Flores;Cerca de Yuto;30;WGS84;1615;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;setigera;;Aechmea setigera;Species;Mart. ex Schult. & Schult. f.;
UWP:66041;University of Guatemala;Sánchez J;1;1987;9;22;Guatemala;GT;Petén;17.4558716;-89.7595814;San Jose;Jardín Tocarema;130;WGS84;2407;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;magdalenae;;Aechmea magdalenae;Species;;
UWP:66306;University of Guatemala;Vargas I;1;1989;5;9;Guatemala;GT;Petén;17.5116752;-89.7575186;San Jose;Sitio Boca Toma;150;WGS84;5552;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;gloriosa;;Guzmania gloriosa;Species;(André) André ex Mez;
UWP:66307;University of Guatemala;Vargas I;1;1989;5;9;Guatemala;GT;Petén;17.5238526;-89.8696467;San Jose;Sitio Conejos;150;WGS84;5552;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;gloriosa;;Guzmania gloriosa;Species;(André) André ex Mez;
UWP:66308;University of Guatemala;Vargas I;1;1989;5;9;Guatemala;GT;Petén;17.5327108;-89.8173641;San Jose;Sitio Tinajas. afluente del río Tapartó;150;WGS84;5552;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;gloriosa;;Guzmania gloriosa;Species;(André) André ex Mez;
UWP:67668;University of Guatemala;Callejas R;1;1989;9;9;Guatemala;GT;Petén;17.6719406;-89.2924027;Melchor de Mencos;Playa de Turbo;181;WGS84;2777;Aguirre J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;eggersii;;Aechmea eggersii;Species;Mez;
UWP:67669;University of Guatemala;Callejas R;1;1989;9;9;Guatemala;GT;Petén;17.6748171;-89.3306971;Melchor de Mencos;Playa Mecana;181;WGS84;2777;Aguirre J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;eggersii;;Aechmea eggersii;Species;Mez;
UWP:67914;University of Guatemala;Callejas R;1;1989;11;16;Guatemala;GT;Petén;17.6844351;90.3421603;San Andres;Carretera hacia Toledo;129;WGS84;3137;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;lingulata;;Guzmania lingulata;Species;(L.) Mez;
UWP:67915;University of Guatemala;Callejas R;1;1989;11;16;Guatemala;GT;Petén;17.6908309;-90.6137227;San Andres;Carretera Hispania - Bolombolo;129;WGS84;3137;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;lingulata;;Guzmania  lingulata;Species;(L.) Mez;
UWP:70047;University of Guatemala;Callejas R;1;1990;3;1;Guatemala;GT;Petén;17.2160555;89.50767314;Flores;Arriba del pueblo;380;WGS84;15726;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;servitensis;;Aechmea servitensis;Species;;
UWP:70048;University of Guatemala;Callejas R;1;1990;3;1;Guatemala;GT;Petén;17.2163016;-89.5768524;Flores;Arroyo Bruno;380;WGS84;15726;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;servitensis;;Aechmea servitensis;Species;;
UWP:70478;University of Guatemala;Vargas I;1;1990;3;13;Guatemala;GT;Petén;6° 50' N;75° 18' W;Flores;Antena cerro Quinini;119;WGS84;1974;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Catopsis;nutans;;Catopsis nutans;Species;;
UWP:71765;University of Guatemala;Vargas I;1;1981;3;21;Guatemala;GT;Petén;17.6491547;-90.5991416;San Andres;Frente a báscula;100;WGS84;5144;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;lingulata;;Guzmania  lingulata;Species;(L.) Mez;
UWP:71795;University of Guatemala;Betancur J;1;1990;3;9;Guatemala;GT;Petén;17.2687234;-89.4401353;Flores;Arroyo Kutamahana. cerca de Uribia;233;WGS84;757;Will B.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Greigia;danielii;;Greigia danielii;Species;L.B. Sm.;
UWP:7238;University of Guatemala;Callejas R;1;1978;3;25;Guatemala;GT;Petén;17.3668954;-90.1842826;San Andres;Quebrada El Edén;200;WGS84;826;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;pubescens;;Aechmea pubescens;Species;Baker;
UWP:7239;University of Guatemala;Callejas R;1;1978;3;25;Guatemala;GT;Petén;17.373889;0.17318494;San Andres;Quebrada El Mogote. acueducto;200;WGS84;826;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;pubescens;;Aechmea pubescens;Species;Baker;
UWP:73652;University of Guatemala;Ramírez J;1;1986;11;1;Guatemala;GT;Petén;17.458708;-89.8569137;San Jose;Cerca a Botero;500;WGS84;1134;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;lingulata;;Guzmania  lingulata;Species;(L.) Mez;Cardo
UWP:73999;University of Guatemala;Ramírez J;1;1986;12;4;Guatemala;GT;Petén;"6° 4' 20.210"" N";"75° 38' 20.440"" W";Flores;Cerca de Uribía;470;WGS84;1134;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;tillandsioides;;Aechmea tillandsioides;Species;;
UWP:74003;University of Guatemala;Ramírez J;1;1987;1;25;Guatemala;GT;Petén;"5° 4' 14.2"" N";"75° 23' 19.3"" W";Flores;Cerca del río;514;WGS84;1134;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;lingulata;;Guzmania  lingulata;Species;(L.) Mez;
UWP:74014;University of Guatemala;Ramírez J;1;1987;5;26;Guatemala   ;GT;Petén;17.3537949;-89.8525556;San Jose;Casa de Carlos E. Hoyos;514;WGS84;1134;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;penduliflora;;Aechmea penduliflora;Species;André;
UWP:74015;University of Guatemala;Ramírez J;1;1987;6;29;Guatemala;GT;Petén;17.4068536;-89.7857269;San Jose;Caserío El Tapón;514;WGS84;1134;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;lingulata;;Guzmania lingulata;Species;(L.) Mez;
UWP:74018;University of Guatemala;Ramírez J;1;1987;9;25;Guatemala;GT;Petén;17.572077;-89.7648733;San Jose;Cerca de Mitú;514;WGS84;1134;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;lingulata;;Guzmania  lingulata;Species;(L.) Mez;
UWP:75258;University of Guatemala;Callejas R;1;1991;2;15;Guatemala;GT;Petén;17.6750089;-90.6609383;San Andres;Granja Montelindo;514;WGS84;10531;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Hohenbergia;andina;;Hohenbergia andina;Species;Betancur;
UWP:75259;University of Guatemala;Callejas R;1;1991;2;15;Guatemala;GT;Petén;17.6844351;90.3421603;San Andres;Granjas del Padre Luna. orillas del río Dulce;514;WGS84;10531;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Hohenbergia;andina;;Hohenbergia andina;Species;Betancur;
UWP:75260;University of Guatemala;Callejas R;1;1991;2;15;Guatemala;GT;Petén;17.6908309;-90.6137227;San Andres;Gutiérrez a Fosca. río Sáname;514;WGS84;10531;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Hohenbergia;andina;;Hohenbergia andina;Species;Betancur;
UWP:75392;University of Guatemala;Betancur J;1;1990;1;29;Guatemala;GT;Petén;17.7507123;-89.7574374;San Jose;Uniflor Ltda.;230;WGS84;6831;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;rubiginosa;;Aechmea rubiginosa;Species;Mez;
UWP:75393;University of Guatemala;Betancur J;1;1990;1;29;Guatemala;GT;Petén;17.7608007;-89.7571283;San Jose;Usme. laguna Chisacá;230;WGS84;6831;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;rubiginosa;;Aechmea rubiginosa;Species;Mez;
UWP:75394;University of Guatemala;Betancur J;1;1990;1;29;Guatemala;GT;Petén;17.7889171;-89.8960098;San Jose;Usme. páramo de Sumapaz;230;WGS84;6831;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;rubiginosa;;Aechmea rubiginosa;Species;Mez;
UWP:76441;University of Guatemala;Betancur J;1;1990;1;25;Guatemala;GT;Petén;17.5238526;-89.8696467;San Jose;Sitio Conejos;265;WGS84;2925;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;chantinii;;Aechmea chantinii;Species;(Carrière) Baker;
UWP:76442;University of Guatemala;Betancur J;1;1990;1;25;Guatemala;GT;Petén;17.5327108;-89.8173641;San Jose;Sitio Tinajas. afluente del río Tapartó;265;WGS84;2925;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;chantinii;;Aechmea chantinii;Species;(Carrière) Baker;
UWP:76522;University of Guatemala;Betancur J;1;1990;1;26;Guatemala;GT;Petén;17.6801714;-89.7954216;San Jose;Sumapaz. Laguna Tunjos;265;WGS84;2925;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;chantinii;;Aechmea chantinii;Species;(Carrière) Baker;
UWP:76523;University of Guatemala;Betancur J;1;1990;1;26;Guatemala;GT;Petén;17.6897503;-89.7562646;San Jose;Territorio Faunístico El Tuparro;265;WGS84;2925;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;chantinii;;Aechmea chantinii;Species;(Carrière) Baker;
UWP:76524;University of Guatemala;Betancur J;1;1990;1;26;Guatemala;GT;Petén;17.7507123;-89.7574374;San Jose;Uniflor Ltda.;265;WGS84;2925;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;chantinii;;Aechmea chantinii;Species;(Carrière) Baker;
UWP:76974;University of Guatemala;Giraldo D;1;1991;7;6;Guatemala;GT;Petén;17.5260944;-90.8413581;San Andres;Carretera a San Fermín - Briceño;514;WGS84;4607;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Catopsis;sessiliflora;;Catopsis sessiliflora;Species;(Ruiz & Pav.) Mez;
UWP:77214;University of Guatemala;Giraldo D;1;1991;8;4;Guatemala   ;GT;Petén;17.563668;0.10294211;San Andres;Carretera Arcabuco - Moniquirá;514;WGS84;4607;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;penduliflora;;Aechmea penduliflora;Species;André;
UWP:77673;University of Guatemala;Giraldo D;1;1991;9;1;Guatemala;GT;Petén;17.6192178;-90.0253363;San Andres;Carretera Dabeiba - Chigorodó;514;WGS84;4607;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;tillandsioides;;Aechmea tillandsioides;Species;;
UWP:77918;University of Guatemala;Vargas I;1;1982;3;18;Guatemala;GT;Petén;17.5834395;-90.7827002;San Andres;Finca San Rafael;514;WGS84;5488;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;magdalenae;;Aechmea magdalenae;Species;(André) André ex Baker;
UWP:78043;University of Guatemala;Giraldo D;1;1991;9;1;Guatemala   ;GT;Petén;17.6103945;-90.7367422;San Andres;Carretera Campamento - Brisas;514;WGS84;4607;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;penduliflora;;Aechmea penduliflora;Species;André;
UWP:78044;University of Guatemala;Vargas I;1;1991;9;22;Guatemala;GT;Petén;"6° 37' 1.7"" N";"75° 39' 6.8"" W";La Libertad;Barrio Medrano;150;WGS84;929;Idárraga A.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Lasiacis;nigra;;Lasiacis nigra;Species;Davidse;
UWP:78185;University of Guatemala;Giraldo D;1;1991;9;27;Guatemala   ;GT;Petén;17.6714453;-90.3115491;San Andres;Carretera hacia Aquitania;514;WGS84;4607;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;penduliflora;;Aechmea penduliflora;Species;André;
UWP:78246;University of Guatemala;Vargas I;1;1991;10;14;Guatemala;GT;Petén;17.4878588;-89.4307913;Flores;Orillas de carretera. cerca del cementerio;220;WGS84;1767;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Racinaea;michelii;;Racinaea michelii;Species;(Mez) M.A. Spencer & L.B. Sm.;
UWP:78279;University of Guatemala;Giraldo D;1;1991;9;28;Guatemala   ;GT;Petén;17.7071268;-90.6904464;San Andres;Carretera Ibagué - Mariquita;514;WGS84;4607;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;penduliflora;;Aechmea penduliflora;Species;André;
UWP:7866;University of Guatemala;Rentería E;1;1979;7;17;Guatemala;GT;Petén;17.6856769;-89.716902;Flores;Barrio El Pozón;514;WGS84;35931;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;lingulata;;Guzmania  lingulata;Species;(L.) Mez;
